"person_id","display_first_last","birthdate","school","country","height","weight","season_exp","jersey","position","team_id","team_name","team_abbreviation","team_city","from_year","to_year"
76440,"Joe Cooke",1948-08-14,"Indiana","USA","6-3",175,1,"10","Guard",1610612739,"Cavaliers","CLE","Cleveland",1970,1970
204022,"Jack Cooley",1991-04-12,"Notre Dame","USA","6-10",274,2,"45","Center-Forward",1610612762,"Jazz","UTA","Utah",2014,2017
76442,"Chuck Cooper",1926-09-29,"Duquesne","USA","6-5",210,6,"6","Forward",1610612738,"Celtics","BOS","Boston",1950,1955
1030,"Duane Cooper",1969-06-25,"Southern California","USA","6-1",185,2,"10","Guard",1610612747,"Lakers","LAL","Los Angeles",1992,1993
76443,"Joe Cooper",1957-09-01,"Colorado","USA","6-10",230,3,"53","Center",1610612746,"Clippers","SDC","San Diego",1981,1984
76444,"Michael Cooper",1956-04-15,"New Mexico","USA","6-7",170,12,"21","Guard",1610612747,"Lakers","LAL","Los Angeles",1978,1989
1630536,"Sharife Cooper",2001-06-11,"Auburn","USA","6-1",176,2,"2","Guard",1610612737,"Hawks","ATL","Atlanta",2021,2021
76441,"Wayne Cooper",1956-11-16,"New Orleans","USA","6-10",220,14,"42","Center",1610612743,"Nuggets","DEN","Denver",1978,1991
76446,"Tom Copa",1964-10-30,"Marquette","USA","6-10",275,1,"30","Forward",1610612759,"Spurs","SAS","San Antonio",1991,1991
203142,"Chris Copeland",1984-03-17,"Colorado","USA","6-9",239,5,NA,"Forward",0,NA,NA,NA,2012,2015
76447,"Hollis Copeland",1955-12-20,"Rutgers","USA","6-6",180,2,"45","Forward",1610612752,"Knicks","NYK","New York",1979,1981
76448,"Lanard Copeland",1965-07-16,"Georgia State","USA","6-6",190,2,"21","Forward",1610612755,"76ers","PHI","Philadelphia",1989,1991
895,"Tyrone Corbin",1962-12-31,"DePaul","USA",NA,NA,16,NA,"Forward",0,NA,NA,NA,1985,2000
76450,"Chris Corchiani",1968-03-28,"North Carolina State","USA","6-0",185,3,"12","Guard",1610612753,"Magic","ORL","Orlando",1991,1993
76451,"Ken Corley",1905-04-04,"Central Oklahoma","USA",NA,NA,1,NA,NA,1610610026,"Rebels","CLR","Cleveland",1946,1946
76452,"Ray Corley",1928-01-01,"Georgetown","USA","6-0",180,3,"4","Guard",1610612755,"Nationals","PHI","Syracuse",1949,1952
76453,"Dave Corzine",1956-04-25,"DePaul","USA","6-11",250,13,"42","Center",1610612741,"Bulls","CHI","Chicago",1978,1990
76454,"Larry Costello",1931-07-02,"Niagara","USA","6-1",186,12,"21","Guard",1610612755,"76ers","PHI","Philadelphia",1954,1967
1627856,"Matt Costello",1993-08-05,"Michigan State","USA","6-10",240,2,"10","Forward-Center",1610612759,"Spurs","SAS","San Antonio",2017,2017
203955,"Bryce Cotton",1992-08-11,"Providence","USA","6-1",165,3,"8","Guard",1610612762,"Jazz","UTA","Utah",2014,2015
76456,"Jack Cotton",1924-10-15,"Wyoming","USA","6-7",200,1,NA,"Forward",1610610027,"Nuggets","DN","Denver",1949,1949
1526,"James Cotton",1975-12-14,"Long Beach State","USA","6-5",220,2,NA,"Guard",0,NA,NA,NA,1997,1998
76457,"John Coughran",1951-09-12,"California","USA","6-7",225,1,"41","Forward",1610612744,"Warriors","GOS","Golden State",1979,1979
76458,"Mel Counts",1941-10-16,"Oregon State","USA","7-0",230,12,"31","Center",1610612747,"Lakers","LAL","Los Angeles",1964,1975
76459,"Steve Courtin",1942-09-21,"St. Joseph's (PA)","USA","6-1",188,1,"5","Guard",1610612755,"76ers","PHI","Philadelphia",1964,1964
1432,"Joe Courtney",1969-10-17,"Southern Mississippi","USA","6-8",235,4,NA,"Forward",0,NA,NA,NA,1992,1996
202408,"Marcus Cousin",1986-12-18,"Houston","USA","6-11",255,2,"50","Forward",1610612762,"Jazz","UTA","Utah",2010,2010
202326,"DeMarcus Cousins",1990-08-13,"Kentucky","USA","6-10",270,12,"4","Center",1610612743,"Nuggets","DEN","Denver",2010,2021
600003,"Bob Cousy",1928-08-09,"Holy Cross","USA","6-1",175,14,"14","Guard",1610612738,"Celtics","BOS","Boston",1950,1969
203496,"Robert Covington",1990-12-14,"Tennessee State","USA","6-7",209,10,"23","Forward",1610612746,"Clippers","LAC","LA",2013,2023
76462,"Dave Cowens",1948-10-25,"Florida State","USA","6-9",230,11,"18","Center",1610612738,"Celtics","BOS","Boston",1970,1982
76463,"John Cox",1955-12-29,"San Francisco","USA","6-2",180,1,"32","Guard",1610612764,"Bullets","WAS","Washington",1982,1982
76464,"Johnny Cox",1936-11-01,"Kentucky","USA","6-4",180,1,"25","Guard",1610612764,"Zephyrs","CHZ","Chicago",1962,1962
76465,"Wesley Cox",1955-01-27,"Louisville","USA","6-6",215,2,"41","Forward",1610612744,"Warriors","GOS","Golden State",1977,1978
203459,"Allen Crabbe",1992-04-09,"California","USA","6-5",212,7,NA,"Guard-Forward",0,NA,NA,NA,2013,2019
1628470,"Torrey Craig",1990-12-19,"South Carolina Upstate","USA","6-7",221,6,"0","Forward",1610612756,"Suns","PHX","Phoenix",2017,2023
76466,"Freddie Crawford",1940-12-23,"St. Bonaventure","USA","6-4",189,5,"15","Guard",1610612747,"Lakers","LAL","Los Angeles",1966,1970
2037,"Jamal Crawford",1980-03-20,"Michigan","USA","6-5",200,21,"1","Guard",1610612746,"Clippers","LAC","LA",2000,2019
201621,"Joe Crawford",1986-06-17,"Kentucky","USA","6-5",210,2,"5","Guard",1610612752,"Knicks","NYK","New York",2008,2008
202348,"Jordan Crawford",1988-10-23,"Xavier","USA","6-5",195,6,"27","Guard",1610612764,"Wizards","WAS","Washington",2010,2017
1628249,"Mitchell Creek",1992-04-27,NA,"Australia","6-6",225,2,"55","Forward-Guard",1610612751,"Nets","BKN","Brooklyn",2018,2018
76468,"Jim Creighton",1950-04-18,"Colorado","USA","6-8",200,1,"24","Forward",1610612737,"Hawks","ATL","Atlanta",1975,1975
76469,"Ron Crevier",1958-08-14,"Boston College","USA","7-0",235,1,"42","Center",1610612765,"Pistons","DET","Detroit",1985,1985
76470,"Hal Crisler",1923-12-31,"Iowa State","USA","6-3",215,1,"15","Forward",1610612738,"Celtics","BOS","Boston",1946,1946
2343,"Joe Crispin",1979-07-18,"Penn State","USA","6-0",185,2,"11","Guard",1610612756,"Suns","PHX","Phoenix",2001,2001
76471,"Charlie Criss",1948-11-06,"New Mexico State","USA","5-8",165,8,"14","Guard",1610612737,"Hawks","ATL","Atlanta",1977,1984
76472,"Winston Crite",1965-06-20,"Texas A&M","USA","6-7",233,2,"12","Forward",1610612756,"Suns","PHX","Phoenix",1987,1988
201159,"Javaris Crittenton",1987-12-31,"Georgia Tech","USA","6-5",200,3,"8","Guard",1610612764,"Wizards","WAS","Washington",2007,2009
76473,"Dillard Crocker",1925-01-19,"Western Michigan","USA","6-4",205,4,"7","Forward",1610612737,"Hawks","MIH","Milwaukee",1948,1952
76474,"Jeffrey Crompton",1955-07-04,"North Carolina","USA","6-11",280,5,"41","Center",1610612749,"Bucks","MIL","Milwaukee",1978,1983
76475,"Terry Crosby",1957-01-04,"Tennessee","USA","6-4",195,1,"12","Guard",1610612758,"Kings","KCK","Kansas City",1979,1979
1506,"Austin Croshere",1975-05-01,"Providence","USA","6-10",240,12,NA,"Forward",0,NA,NA,NA,1997,2008
76476,"Jeff Cross",1961-09-01,"Maine","USA","6-10",240,1,"38","Forward",1610612746,"Clippers","LAC","Los Angeles",1985,1985
76477,"Pete Cross",1948-03-28,"San Francisco","USA","6-9",230,3,"41","Center",1610612760,"SuperSonics","SEA","Seattle",1970,1972
76478,"Russell Cross",1961-09-05,"Purdue","USA","6-10",215,1,"40","Center",1610612744,"Warriors","GOS","Golden State",1983,1983
76479,"Francis Crossin",1924-07-04,"Pennsylvania","USA","6-1",165,3,"4","Guard",1610612744,"Warriors","PHW","Philadelphia",1947,1949
180,"John Crotty",1969-07-15,"Virginia","USA",NA,NA,11,NA,"Guard",0,NA,NA,NA,1992,2002
76481,"Mark Crow",1954-10-22,"Duke","USA","6-7",210,1,"31","Forward",1610612751,"Nets","NJN","New Jersey",1977,1977
76482,"Corey Crowder",1969-04-13,"Kentucky Wesleyan","USA","6-5",214,2,"23","Forward",1610612762,"Jazz","UTA","Utah",1991,1994
203109,"Jae Crowder",1990-07-06,"Marquette","USA","6-6",235,11,"99","Forward",1610612749,"Bucks","MIL","Milwaukee",2012,2023
1630622,"Jalen Crutcher",1999-07-18,"University of Dayton","USA",NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
1629633,"Jarrett Culver",1999-02-20,"Texas Tech","USA","6-6",195,4,NA,"Guard-Forward",0,NA,NA,NA,2019,2022
1629600,"Jarron Cumberland",1997-09-22,"Cincinnati","USA","6-5",205,1,NA,"Guard",0,NA,NA,NA,2021,2021
76483,"Pat Cummings",1956-07-11,"Cincinnati","USA","6-9",230,12,"50","Center",1610612749,"Bucks","MIL","Milwaukee",1979,1990
187,"Terry Cummings",1961-03-15,"DePaul","USA","6-9",220,18,NA,"Forward",0,NA,NA,NA,1982,1999
76487,"Billy Cunningham",1943-06-03,"North Carolina","USA","6-6",210,9,"32","Forward",1610612755,"76ers","PHI","Philadelphia",1965,1975
1630595,"Cade Cunningham",2001-09-25,"Oklahoma State","USA","6-7",220,2,"2","Guard",1610612765,"Pistons","DET","Detroit",2021,2023
201967,"Dante Cunningham",1987-04-22,"Villanova","USA","6-8",230,11,"33","Forward",1610612740,"Pelicans","NOP","New Orleans",2009,2018
76485,"Dick Cunningham",1946-07-11,"Murray State","USA","6-10",245,7,"19","Center",1610612749,"Bucks","MIL","Milwaukee",1968,1974
203099,"Jared Cunningham",1991-05-22,"Oregon State","USA","6-4",195,5,NA,"Guard",0,NA,NA,NA,2012,2015
1061,"William Cunningham",1974-03-25,"Temple","USA","6-11",240,2,"51","Center",1610612751,"Nets","NJN","New Jersey",1997,1998
76488,"Radisav Curcic",1965-09-26,"Union Olimpija","Serbia","6-10",275,1,"44","Center",1610612742,"Mavericks","DAL","Dallas",1992,1992
76489,"Armand Cure",1919-08-01,"Rhode Island","USA","6-0",198,1,NA,"Forward",1610610032,"Steamrollers","PRO","Providence",1946,1946
223,"Bill Curley",1972-05-29,"Boston College","USA",NA,NA,6,NA,"Forward",0,NA,NA,NA,1994,2000
76492,"Fran Curran",1925-09-19,"Notre Dame","USA","6-0",175,2,"15","Guard",1610612758,"Royals","ROC","Rochester",1948,1949
209,"Dell Curry",1964-06-25,"Virginia Tech","USA","6-5",205,16,"30","Guard-Forward",1610612766,"Hornets","CHH","Charlotte",1986,2001
2201,"Eddy Curry",1982-12-05,"Thornwood HS (IL)","USA","7-0",295,11,NA,"Center",0,NA,NA,NA,2001,2012
201191,"JamesOn Curry",1986-01-07,"Oklahoma State","USA","6-3",190,3,NA,"Guard",0,NA,NA,NA,2007,2009
688,"Michael Curry",1968-08-22,"Georgia Southern","USA","6-5",210,11,NA,"Forward-Guard",0,NA,NA,NA,1993,2004
203552,"Seth Curry",1990-08-23,"Duke","USA","6-1",185,9,"30","Guard",1610612751,"Nets","BKN","Brooklyn",2013,2023
201939,"Stephen Curry",1988-03-14,"Davidson","USA","6-2",185,14,"30","Guard",1610612744,"Warriors","GSW","Golden State",2009,2023
687,"Rastko Cvetkovic",1970-06-22,"Crvena zvezda","Serbia","7-1",260,1,"8","Center",1610612743,"Nuggets","DEN","Denver",1995,1995
76505,"Mike D'Antoni",1951-05-08,"Marshall","USA","6-3",185,4,"14","Guard",1610612758,"Kings","KCK","Kansas City",1973,1976
76496,"Ed Dahler",1926-01-31,"Duquesne","USA","6-5",190,1,"16","Forward",1610612744,"Warriors","PHW","Philadelphia",1951,1951
76497,"Quintin Dailey",1961-01-22,"San Francisco","USA","6-3",180,10,"20","Guard",1610612741,"Bulls","CHI","Chicago",1982,1991
2223,"Samuel Dalembert",1980-05-10,"Seton Hall","Haiti","6-11",255,14,NA,"Center",0,NA,NA,NA,2001,2014
76498,"Howie Dallmar",1922-05-24,"Stanford","USA","6-4",200,3,"12","Forward",1610612744,"Warriors","PHW","Philadelphia",1946,1948
956,"Erick Dampier",1975-07-14,"Mississippi State","USA","6-11",265,17,"25","Center",1610612744,"Warriors","GSW","Golden State",1996,2011
76500,"Bob Dandridge",1947-11-15,"Norfolk State","USA","6-6",195,13,"10","Forward",1610612749,"Bucks","MIL","Milwaukee",1969,1981
1498,"Antonio Daniels",1975-03-19,"Bowling Green","USA","6-4",205,14,"22","Guard",1610612759,"Spurs","SAS","San Antonio",1997,2010
1630700,"Dyson Daniels",2003-03-17,"NBA G League Ignite","Australia","6-7",199,1,"11","Guard",1610612740,"Pelicans","NOP","New Orleans",2021,2023
1380,"Lloyd Daniels",1967-09-04,"Mt. San Antonio","USA","6-7",205,5,NA,"Guard",0,NA,NA,NA,1992,1997
76502,"Mel Daniels",1944-07-20,"New Mexico","USA","6-9",220,1,"34","Center",1610612751,"Nets","NYN","New York",1976,1976
203584,"Troy Daniels",1991-07-15,"Va Commonwealth","USA","6-4",200,8,"30","Guard",1610612756,"Suns","PHX","Phoenix",2013,2019
390,"Sasha Danilovic",1970-02-26,"Virtus Bologna","Serbia","6-6",200,2,"5","Guard",1610612748,"Heat","MIA","Miami",1995,1996
76504,"Adrian Dantley",1955-02-26,"Notre Dame","USA","6-5",208,15,"4","Forward",1610612762,"Jazz","UTA","Utah",1976,1990
76506,"Henry Darcey",1930-03-03,"Oklahoma State","USA","6-7",217,1,"10","Center",1610612737,"Hawks","MIH","Milwaukee",1952,1952
76507,"Jimmy Darden",1922-06-19,"Denver","USA","6-1",170,1,NA,"Guard",1610610027,"Nuggets","DN","Denver",1949,1949
212,"Yinka Dare",1972-10-10,"George Washington","USA","7-0",265,4,NA,"Center",0,NA,NA,NA,1994,1997
76509,"Jesse Dark",1951-09-02,"Virginia Commonwealth","USA","6-4",210,1,"11","Guard",1610612752,"Knicks","NYK","New York",1974,1974
1630268,"Nate Darling",1998-08-30,"Delaware","Canada","6-6",200,2,"30","Guard",1610612766,"Hornets","CHA","Charlotte",2020,2020
76511,"Jimmy Darrow",1937-09-25,"Bowling Green","USA","5-10",170,1,NA,"Guard",1610612737,"Hawks","STL","St. Louis",1961,1961
203540,"Gigi Datome",1987-11-27,"Virtus Roma","Italy","6-8",215,2,"70","Forward",1610612765,"Pistons","DET","Detroit",2013,2014
921,"Brad Daugherty",1965-10-19,"North Carolina","USA","7-0",245,8,"43","Center",1610612739,"Cavaliers","CLE","Cleveland",1986,1993
1600,"Kornel David",1971-10-22,"Budapest AEH","USA","6-9",230,3,"9","Forward",1610612741,"Bulls","CHI","Chicago",1998,2000
76514,"Bob Davies",1920-01-15,"Seton Hall","USA","6-1",175,7,"11","Guard",1610612758,"Royals","ROC","Rochester",1948,1954
203561,"Brandon Davies",1991-07-25,"Brigham Young","USA","6-10",240,2,NA,"Forward",0,NA,NA,NA,2013,2014
203076,"Anthony Davis",1993-03-11,"Kentucky","USA","6-10",253,11,"3","Forward-Center",1610612747,"Lakers","LAL","Los Angeles",2012,2023
213,"Antonio Davis",1968-10-31,"Texas-El Paso","USA","6-9",245,13,NA,"Forward-Center",0,NA,NA,NA,1993,2005
76515,"Aubrey Davis",1921-03-28,"Oklahoma Baptist","USA","6-2",175,1,NA,"Guard",1610610034,"Bombers","BOM","St. Louis",1946,1946
1884,"Baron Davis",1979-04-13,"UCLA","USA","6-3",212,14,"85","Guard",1610612766,"Hornets","CHH","Charlotte",1999,2011
989,"Ben Davis",1972-12-26,"Arizona","USA","6-9",245,5,NA,"Forward",0,NA,NA,NA,1996,1999
76538,"Bill Davis",1921-10-03,"Notre Dame","USA","6-3",215,1,NA,"Forward",1610610025,"Stags","CHS","Chicago",1946,1946
76533,"Bob Davis",1950-04-02,"Weber State","USA","6-7",215,1,"11","Forward",1610612757,"Trail Blazers","POR","Portland",1972,1972
76516,"Brad Davis",1955-12-17,"Maryland","USA","6-3",180,15,"15","Guard",1610612742,"Mavericks","DAL","Dallas",1977,1991
76517,"Brian Davis",1970-06-21,"Duke","USA","6-7",200,1,"23","Forward",1610612750,"Timberwolves","MIN","Minnesota",1993,1993
76518,"Charlie Davis",1958-10-05,"Vanderbilt","USA","6-7",215,8,"22","Forward",1610612764,"Bullets","WAS","Washington",1981,1989
76519,"Charlie Davis",1949-09-07,"Wake Forest","USA","6-1",160,3,NA,"Guard",1610612757,"Trail Blazers","POR","Portland",1971,1973
905,"Dale Davis",1969-03-25,"Clemson","USA","6-11",252,17,"34","Center-Forward",1610612754,"Pacers","IND","Indiana",1991,2006
76521,"Double D Davis",1949-10-11,"Houston","USA","6-8",220,5,"42","Forward",1610612739,"Cavaliers","CLE","Cleveland",1972,1976
76522,"Edward Davis",1950-06-16,"Duquesne","USA","6-7",195,5,"20","Forward",1610612749,"Bucks","MIL","Milwaukee",1972,1976
1023,"Emanual Davis",1968-08-27,"Delaware State","USA","6-5",195,7,"15","Guard",1610612760,"SuperSonics","SEA","Seattle",1996,2002
201175,"Glen Davis",1986-01-01,"Louisiana State","USA","6-9",289,8,"0","Forward-Center",1610612738,"Celtics","BOS","Boston",2007,2014
76523,"Harry Davis",1956-01-27,"Florida State","USA","6-7",220,2,"23","Forward",1610612739,"Cavaliers","CLE","Cleveland",1978,1979
93,"Hubert Davis",1970-05-17,"North Carolina","USA","6-5",183,13,"44","Guard",1610612752,"Knicks","NYK","New York",1992,2003
76524,"James Davis",1932-04-22,"St. John's (NY)","USA","6-7",220,1,"6","Center",1610612758,"Royals","ROC","Rochester",1955,1955
76525,"Jim Davis",1941-12-18,"Colorado","USA","6-9",225,8,"20","Center",1610612737,"Hawks","ATL","Atlanta",1967,1974
76526,"Johnny Davis",1955-10-21,"Dayton","USA","6-2",170,10,"16","Guard",1610612754,"Pacers","IND","Indiana",1976,1985
1631098,"Johnny Davis",2002-02-27,"Wisconsin","USA","6-4",195,1,"1","Guard",1610612764,"Wizards","WAS","Washington",2022,2023
2668,"Josh Davis",1980-08-10,"Wyoming","USA","6-8",235,4,NA,"Forward",0,NA,NA,NA,2003,2011
707,"Mark Davis",1973-04-26,"Texas Tech","USA","6-7",205,4,"7","Guard-Forward",1610612755,"76ers","PHI","Philadelphia",1995,1999
76528,"Mark Davis",1963-06-08,"Old Dominion","USA","6-6",195,1,NA,"Forward",1610612749,"Bucks","MIL","Milwaukee",1988,1988
76529,"Mel Davis",1950-11-09,"St. John's (NY)","USA","6-6",220,4,"31","Forward",1610612752,"Knicks","NYK","New York",1973,1976
76530,"Michael Davis",1956-08-02,"Maryland","USA","6-10",230,1,NA,"Forward",1610612752,"Knicks","NYK","New York",1982,1982
76531,"Mike Davis",1946-07-26,"Virginia Union","USA","6-3",185,4,"32","Guard",1610612746,"Braves","BUF","Buffalo",1969,1972
76520,"Monti Davis",1958-07-26,"Tennessee State","USA","6-7",205,1,"43","Forward",1610612742,"Mavericks","DAL","Dallas",1980,1980
200781,"Paul Davis",1984-07-21,"Michigan State","USA","6-11",270,4,NA,"Center",0,NA,NA,NA,2006,2009
76532,"Ralph Davis",1938-09-07,"Cincinnati","USA","6-4",180,2,"25","Guard",1610612764,"Packers","CHP","Chicago",1960,1961
1729,"Ricky Davis",1979-09-23,"Iowa","USA","6-7",195,12,NA,"Guard",0,NA,NA,NA,1998,2009
76534,"Ron Davis",1954-05-01,"Washington State","USA","6-6",198,3,"42","Guard",1610612746,"Clippers","SDC","San Diego",1976,1981
1629056,"Terence Davis",1997-05-16,"Mississippi","USA","6-4",201,4,"3","Guard",1610612758,"Kings","SAC","Sacramento",2019,2023
426,"Terry Davis",1967-06-17,"Virginia Union","USA","6-10",270,10,"54","Center-Forward",1610612742,"Mavericks","DAL","Dallas",1989,2000
1629093,"Tyler Davis",1997-05-22,"Texas A&M","USA","6-10",266,1,NA,"Center",0,NA,NA,NA,2018,2018
76536,"Walt Davis",1931-01-05,"Texas A&M","USA","6-8",205,5,"12","Center",1610612744,"Warriors","PHW","Philadelphia",1953,1957
1453,"Walter Davis",1954-09-09,"North Carolina","USA","6-6",193,15,"6","Guard",1610612756,"Suns","PHX","Phoenix",1977,1991
1631120,"J.D. Davison",2002-10-03,"Alabama","USA","6-1",195,1,"20","Guard",1610612738,"Celtics","BOS","Boston",2022,2023
203958,"Andre Dawkins",1991-09-19,"Duke","USA","6-5",219,1,NA,"Guard",0,NA,NA,NA,2014,2014
76539,"Darryl Dawkins",1957-01-11,"Maynard Evans HS (FL)","USA","6-11",251,14,"50","Center",1610612755,"76ers","PHI","Philadelphia",1975,1988
1008,"Johnny Dawkins",1963-09-28,"Duke","USA","6-2",165,9,"12","Guard",1610612755,"76ers","PHI","Philadelphia",1986,1994
201286,"Eric Dawson",1984-07-07,"Midwestern State","USA","6-9",250,2,NA,"Forward",0,NA,NA,NA,2011,2011
103,"Todd Day",1970-01-07,"Arkansas","USA",NA,NA,8,NA,NA,0,NA,NA,NA,1992,2000
201948,"Austin Daye",1988-06-05,"Gonzaga","USA","6-11",220,7,"3","Forward",1610612765,"Pistons","DET","Detroit",2009,2014
76543,"Darren Daye",1960-11-30,"UCLA","USA","6-8",220,5,"20","Forward",1610612764,"Bullets","WAS","Washington",1983,1987
1630620,"Darius Days",1999-10-20,"Louisiana State","USA","6-7",245,1,"5","Forward",1610612745,"Rockets","HOU","Houston",2022,2023
76545,"Dave DeBusschere",1940-10-16,"Detroit","USA","6-6",220,12,"22","Forward",1610612765,"Pistons","DET","Detroit",1962,1973
692,"Andrew DeClercq",1973-02-01,"Florida","USA","6-10",255,11,NA,"Center",0,NA,NA,NA,1995,2004
1629602,"Javin DeLaurier",1998-04-07,"Duke","USA","6-10",234,1,NA,"Center",0,NA,NA,NA,2021,2021
76551,"Nate DeLong",1926-01-05,"Wisconsin-River Falls","USA","6-6",220,1,"21","Center",1610612737,"Hawks","MIH","Milwaukee",1951,1951
201942,"DeMar DeRozan",1989-08-07,"Southern California","USA","6-6",220,14,"11","Guard-Forward",1610612741,"Bulls","CHI","Chicago",2009,2023
76562,"Hank DeZonie",1922-02-12,"Clark Atlanta","USA","6-5",215,1,"10","Forward",1610612737,"Blackhawks","TCB","Tri-Cities",1950,1950
76544,"Greg Deane",1957-12-06,"Utah","USA","6-4",190,1,"33","Guard",1610612762,"Jazz","UTA","Utah",1979,1979
1630466,"Gabriel Deck",1995-02-08,"Real Madrid","Argentina","6-6",231,2,NA,"Forward",0,NA,NA,NA,2020,2021
203473,"Dewayne Dedmon",1989-08-12,"Southern California","USA","6-10",245,10,"14","Center",1610612755,"76ers","PHI","Philadelphia",2013,2023
76546,"Archie Dees",1936-02-22,"Indiana","USA","6-8",205,4,"44","Forward",1610612765,"Pistons","DET","Detroit",1958,1961
143,"Terry Dehere",1971-09-12,"Seton Hall","USA","6-4",190,6,"24","Guard",1610612746,"Clippers","LAC","Los Angeles",1993,1998
1626214,"Bryce Dejean-Jones",1992-08-21,"Iowa State","USA","6-6",203,1,NA,"Guard",0,NA,NA,NA,2015,2015
1626155,"Sam Dekker",1994-05-06,"Wisconsin","USA","6-8",219,5,NA,"Forward",0,NA,NA,NA,2015,2021
1627098,"Malcolm Delaney",1989-03-11,"Virginia Tech","USA","6-3",190,2,"5","Guard",1610612737,"Hawks","ATL","Atlanta",2016,2017
183,"Bison Dele",1969-04-06,"Arizona","USA","6-11",260,8,"8","Center-Forward",1610612743,"Nuggets","DEN","Denver",1991,1998
2568,"Carlos Delfino",1982-08-29,"Fortitudo Bologna","Argentina","6-6",230,9,"10","Guard-Forward",1610612765,"Pistons","DET","Detroit",2004,2013
1629116,"Angel Delgado",1994-11-20,"Seton Hall","Dominican Republic","6-10",245,2,"31","Center",1610612746,"Clippers","LAC","LA",2018,2018
960,"Tony Delk",1974-01-28,"Kentucky","USA","6-2",189,10,"00","Guard",1610612756,"Suns","PHX","Phoenix",1996,2005
203521,"Matthew Dellavedova",1990-09-08,"St. Mary's","Australia","6-3",200,9,"8","Guard",1610612758,"Kings","SAC","Sacramento",2013,2023
76553,"Larry Demic",1957-06-27,"Arizona","USA","6-9",225,3,"42","Forward",1610612752,"Knicks","NYK","New York",1979,1981
725,"Dell Demps",1970-02-12,"Pacific","USA","6-3",205,3,NA,"Guard",0,NA,NA,NA,1993,1996
76555,"George Dempsey",1929-07-19,"King's","USA","6-3",190,5,"3","Guard",1610612744,"Warriors","PHW","Philadelphia",1954,1958
2736,"Luol Deng",1985-04-16,"Duke","United Kingdom","6-9",237,16,"9","Forward",1610612741,"Bulls","CHI","Chicago",2004,2018
76556,"Kenny Dennard",1958-10-18,"Duke","USA","6-8",220,3,"33","Forward",1610612758,"Kings","KCK","Kansas City",1981,1983
76557,"Blaine Denning",1930-09-19,"Lawrence Tech","USA","6-2",175,1,NA,"Guard",1610610024,"Bullets","BAL","Baltimore",1952,1952
202458,"Justin Dentmon",1985-09-05,"Washington","USA","5-11",185,2,NA,"Guard",0,NA,NA,NA,2011,2012
76558,"Randy Denton",1949-02-18,"Duke","USA","6-10",240,1,"34","Center",1610612737,"Hawks","ATL","Atlanta",1976,1976
76559,"Rod Derline",1952-03-11,"Seattle","USA","6-0",175,2,"25","Guard",1610612760,"SuperSonics","SEA","Seattle",1974,1975
1629094,"Marcus Derrickson",1996-02-01,"Georgetown","USA","6-7",249,2,"32","Forward",1610612744,"Warriors","GSW","Golden State",2018,2018
76560,"Dave Deutsch",1945-05-13,"Rochester","USA","6-1",170,1,"3","Guard",1610612752,"Knicks","NYK","New York",1966,1966
76561,"Walter Devlin",1931-12-21,"George Washington","USA","6-5",195,3,"13","Guard",1610612765,"Pistons","FTW","Ft. Wayne Zollner",1955,1957
76568,"Ernie DiGregorio",1951-01-15,"Providence","USA","6-0",180,5,"7","Guard",1610612746,"Braves","BUF","Buffalo",1973,1977
1628978,"Donte DiVincenzo",1997-01-31,"Villanova","USA","6-4",203,5,"0","Guard",1610612744,"Warriors","GSW","Golden State",2018,2023
1631217,"Moussa Diabate",2002-01-21,"Michigan","France","6-10",210,1,"25","Forward",1610612746,"Clippers","LAC","LA",2022,2023
1629603,"Mamadi Diakite",1997-01-21,"Virginia","Guinea","6-9",228,3,"21","Forward",1610612739,"Cavaliers","CLE","Cleveland",2020,2023
1627767,"Cheick Diallo",1996-09-13,"Kansas","Mali","6-8",219,5,NA,"Forward-Center",0,NA,NA,NA,2016,2021
1628977,"Hamidou Diallo",1998-07-31,"Kentucky","USA","6-5",202,5,"6","Guard",1610612765,"Pistons","DET","Detroit",2018,2023
2564,"Boris Diaw",1982-04-16,"Pau Orthez","France","6-8",250,15,"33","Center-Forward",1610612759,"Spurs","SAS","San Antonio",2003,2016
200821,"Yakhouba Diawara",1982-08-29,"Pepperdine","USA","6-7",225,5,"9","Forward-Guard",1610612743,"Nuggets","DEN","Denver",2006,2009
2424,"Dan Dickau",1978-09-16,"Gonzaga","USA","6-0",180,7,"10","Guard",1610612737,"Hawks","ATL","Atlanta",2002,2007
76563,"Henry Dickerson",1951-11-27,"University of Charleston","USA","6-4",190,2,"13","Guard",1610612765,"Pistons","DET","Detroit",1975,1976
1722,"Michael Dickerson",1975-06-25,"Arizona","USA","6-5",190,6,"8","Guard",1610612763,"Grizzlies","MEM","Memphis",1998,2002
76564,"Derrek Dickey",1951-03-20,"Cincinnati","USA","6-7",218,5,"40","Forward",1610612744,"Warriors","GOS","Golden State",1973,1977
76565,"Dick Dickey",1926-10-26,"North Carolina State","USA","6-1",175,1,"23","Guard",1610612738,"Celtics","BOS","Boston",1951,1951
101143,"Travis Diener",1982-03-01,"Marquette","USA","6-1",175,6,"27","Guard",1610612754,"Pacers","IND","Indiana",2005,2009
203476,"Gorgui Dieng",1990-01-18,"Louisville","Senegal","6-10",248,10,"41","Center",1610612759,"Spurs","SAS","San Antonio",2013,2023
